tweet,label
rt <user> need act quickly stop covid19 growing exponentially say <user> professor experimental medici,1
june 15 forecast suggest number covid19 death continue slow nationally 129000 145000 death july 11 however 9 state likely report death next 4 week previous 4 week <url> <url>,1
video show dean kasturba hospital telling gargling salt water kill coronavirus,0
fennel tea cure new coronavirus,0
daily update published state reported 749k test 44k case 1129 death virginia publish new data time today's update <url>,1
guest novotel two woman uk 5 outstanding 190 staff contacted ⁣ ⁣ 2159 1184 tested negative 800 tested left,1
9/10 new lockdown restriction come force london according mayor london sadiq khan said met official across capital agree new london plan click :backhand_index_pointing_down: see measure mayor calling <url>,1
uk face tipping point restrictive measure could brought slow spread coronavirus health secretary told sky news <url>,1
india fights corona progressive rise india's covid19 testing took 27 day double testing 1 crore 2 crore however took 10 day jump 4 crore test 5 crore test secretary <user> stay safe india will win <user> <url>,1
local woman informs kid mother day going ahead despite coronavirus <url>,0
state reported 2492 new death highest daily death toll recorded far <url>,1
cdc recommends men shave beard protect coronavirus,0
1st week feb began shipping test 150 lab around :globe_showing_Europe-Africa: enabled country quickly identify track trace covid19 <user>,1
news disgusting sticky table catch trap coronavirus safely insists wetherspoons bos <url> <url>,0
death bit yesterday although still 2000 three highest single-day death toll last three day <url>,1
indian politician uddhav thackeray asked christian pray jesus stop covid 19,0
roche medical company launch vaccine developed coronavirus united state,0
want response covid19 nigeria reagent 200000 test across lab network however testing capacity grossly under-utilised challenging state collect sample right people <user> <user> <url>,1
none pregnant woman experienced stillbirth covid19 symptom <url> <url>,1
july national minority mental health awareness month protect mental emotional health covid19 learn healthy way cope stress like exercising get tip resource cdc <url> mental health awareness <url>,1
endothelial cell injury play major role pathogenesis covid 19 associated coagulopathy according new study <url> eha2020 <url>,1
image shared social medium claim italian doctor couple worked day night saved life 134 patient eighth day contracted coronavirus died hour,0
cdc recommends men shave beard protected new coronavirus,0
reported death toll today 1760 last friday two state reported 200 death today ny pa <url>,1
143 people linked community cluster moved auckland quarantine facility include 70 people positive test,1
<user> chloroquine described wonder drug corona virus 2005 yet 2020 coordinated campaign would big pharma cheap effective drug big pharma puppets,0
<user> maybe thing plus lack access swab ppe healthcare worker test,1
know virus kill :girl: :boy: child tend milder infection severe case death covid19 among child adolescent <user>,1
recent picture hospital show dog inside ward,0
u intervention model project covid infection hospitalization death across united state well model public health intervention contain spread covid save life,1
chief executive tesco dave lewis encourages people continue buy normal amid fear new covid19 restriction could lead panic buying get live coronavirus update <url> <url>,1
american dutch mainstream news medium used photo young boy portrait picture reporting three different corona victim also used picture 69 year old american corona victim twice article work police force declaring work university therefore mainstream news medium trying mislead reader amount people actually died corona multiplying,0
q clean fruit vegetable covid19 • wash produce soap disinfectant chemical • rinse fruit vegetable cold running tap water • scrub uncut firm produce clean brush <url> <url>,1
government ordered re-opening school college,0
india fights corona india's covid19 case per million population amongst lowest world stand 3102 india 3527 world secretary <user> stay safe india will win <user> <url>,1
ask amazon alexa origin coronavirus pandemic say government planned �,0
nationally 44k new case reported today that's third straight record day <url>,1
muslim people china seeking refuge islam reading quran save covid 19,0
jedward say believe coronavirus starting lose power <url>,0
photo show french nurse holding sign denounce police violence,0
covid case home isolation stand discharged 10 day symptom onset fever 3 day advised isolate home self-monitor health 7 day fitness certificate issued field team covid19 case <url>,1
133 people linked cluster moved auckland facility including 65 positive case ​ ​ ​ 6 people receiving hospital care covid 19 1 auckland city hospital 4 middlemore 1 waikato hospital,1
india fights corona 14 state ut country total number active case still le 5000 secretary <user> stay safe india will win <user> <url>,1
plan use rideshares taxi protect others covid19 ride wear cloth face covering able practice hand hygiene leaving vehicle arrive destination tip <url> <url>,1
auckland dhb reported around 200 people tested covid 19 new model community testing centre northcote henderson grafton wiri tested far returned negative result,1
child silent super-spreaders coronavirus,0
coronavirus updates :round_pushpin: state-wise detail total confirmed covid19 case till 30 august 2020 8 :right_arrow: states 1-10000 confirmed case :right_arrow: states 10001-90000 confirmed case :right_arrow: states 90000 confirmed case :right_arrow: total confirmed case far <url>,1
rt <user> coronavirus update <user> issue updated list 51 testing lab 56 collection lab covid19 testing <user>,1
today bihar district highest active covid19 case :black_small_square: patna 3863 case :black_small_square: bhagalpur 954 case :black_small_square: nalanda 954 case covid 19 covid covid 19 covid19 covid19 india covid updates coronavirus corona updates coronavirus india coronavirus updates <url>,1
